volume	order	title	num	subtitle	author
2018-07	33	Ubuntu Monthly Report	98	Ubuntu 18.04 LTSの落ち穂拾いと日本語Remix	あわしろいくや
2018-07	34	Unixコマンドライン探検隊	27	ネットワーク（その4）	中島 雅弘
2018-07	35	Monthly News from jus	81	ディレクトリも数学も何でも処理するシェル芸	りゅうちてつや，小林 峻
2018-07	36	Hack For Japan～あなたのスキルは社会に役立つ	79	街に寄り添うAI・Botサービスを開発する	津田 恭平，高橋 憲一
2018-08	1	第1特集 スマホゲームはなぜ動く？ : 意外と知らないサーバサイドのしくみ	第1章	 スマホゲームの全体像 : ゲームならではの特徴，Webアプリとの違いとは？	武井 優樹
2018-08	2	第1特集 スマホゲームはなぜ動く？ : 意外と知らないサーバサイドのしくみ	第2章	 クライアントサイド開発の勘所 : ゲームエンジンからアプリの審査まで	山上 健一，田中 佑紀
2018-08	3	第1特集 スマホゲームはなぜ動く？ : 意外と知らないサーバサイドのしくみ	第3章	 サーバの構成と運用 : 急なアクセス増に備える！	桐山 裕平，橋本 達也
2018-08	4	第1特集 スマホゲームはなぜ動く？ : 意外と知らないサーバサイドのしくみ	第4章	 クライアント／サーバ間の通信 : 軽快なゲーム展開の裏でどんな情報が交わされているのか	本間 稔彦
2018-08	5	第1特集 スマホゲームはなぜ動く？ : 意外と知らないサーバサイドのしくみ	第5章	 高負荷向けのデータベース設計 : 膨大なアクセスを瞬時にさばき，快適なプレイを実現する	武井 優樹
2018-08	6	第1特集 スマホゲームはなぜ動く？ : 意外と知らないサーバサイドのしくみ	第6章	 スマホゲーム運営の舞台裏 : 継続的なイベントの開催を支える	三浦 彩
2018-08	7	第2特集 クラウドネイティブ時代のシステム構築 : 独自構築か，PaaSか，サーバーレスか	第1章	あなたはクラウドで何を実現しますか？	草間 一人
2018-08	8	第2特集 クラウドネイティブ時代のシステム構築 : 独自構築か，PaaSか，サーバーレスか	第2章	コンテナ，CaaS，そしてKubernetes	草間 一人
2018-08	9	第2特集 クラウドネイティブ時代のシステム構築 : 独自構築か，PaaSか，サーバーレスか	第3章	アプリケーションの開発効率を最大化するPaaS	草間 一人
2018-08	10	第2特集 クラウドネイティブ時代のシステム構築 : 独自構築か，PaaSか，サーバーレスか	第4章	新しい考え方「サーバーレス」	草間 一人
2018-08	11	［特別企画］Jenkins X＋クラウドで快適CI/CD	1	Jenkinsをクラウド化しよう	藤田 稜
2018-08	12	［短期連載］オープンソース&GitHub開発で役立つGPGの使い方	2	GPGの基本「電子署名」「暗号化／復号」のやり方	やまねひでき
2018-08	13	［短期連載］PHPで学ぶコンピュータアーキテクチャ	3(最終回)	画面表示のエミュレーション	長谷川 智希
2018-08	14	NETGEAR ReadyNAS徹底運用＜第2幕＞	6	クラウドサービスとの連携	後藤 大地
2018-08	15	ITエンジニア必須の最新用語解説	116	Android Things	杉山 貴章
2018-08	16	digital gadget	236	おもちゃなガジェット	安藤 幸央
2018-08	17	結城浩の再発見の発想法	63	エクスポート／インポート	結城 浩
2018-08	18	［試して理解］Linuxのしくみ	4	システムコール	武内 覚
2018-08	19	宮原徹のオープンソース放浪記	30	台風6号にも負けず，OSC沖縄開催	宮原 徹
2018-08	20	平林万能IT技術研究所	3	スマホを使ったプログラミングで3次元顕微鏡を作ってみよう！	平林 純
2018-08	21	ひみつのLinux通信	54	バックグラウンド	くつなりょうすけ
2018-08	22	応用がきくDockerイメージの作り方	3	仮想マシンをDockerで運用する（前編）	樽石 将人
2018-08	23	シェル芸人からの挑戦状	12	文章の修正（その2）	上田 隆一，山田 泰宏，中村 壮一，田代 勝也，青木 裕哉
2018-08	24	Androidで広がるエンジニアの愉しみ	26	アプリ開発を助けるAndroid JetpackとApp Bundles	三宅 理
2018-08	25	Vimの細道	31	ステータスラインを鮮やかに（vim-airline編）	mattn
2018-08	26	書いて覚えるSwift入門	39	史上最も地味なWWDC？	小飼 弾
2018-08	27	セキュリティ実践の基本定石	56	IoT機器のセキュリティを技術者視点で考える	すずきひろのぶ
2018-08	28	scikit-learnで学ぶ機械学習アルゴリズム	4	機械学習システムの構築フローとモデルの性能評価	小川 雄太郎
2018-08	29	Debian Hot Topics	58	Debianとほかのディストリビューションとの違い	やまねひでき
2018-08	30	SOURCES～レッドハット系ソフトウェア最新解説	23	RHELのコンテナ最新情報	小島 啓史
2018-08	31	Ubuntu Monthly Report	99	ownCloudからNextcloudに移行する	あわしろいくや
2018-08	32	Unixコマンドライン探検隊	28	ネットワーク（その5）	中島 雅弘
2018-08	33	Monthly News from jus	82	ハンズオンで学ぶELF，かるたで学ぶバイナリデータ	法林 浩之
2018-08	34	Hack For Japan～あなたのスキルは社会に役立つ	80	シニアプログラミングハッカソン！	小泉 勝志郎
2018-09	1	第1特集 ITエンジニアのための統計学入門 : R，Python活用していますか？	第1章	 ITエンジニアにデータサイエンスをオススメする理由 : スキルを活かす，さらにスキルアップもできる！	中西 崇文
2018-09	2	第1特集 ITエンジニアのための統計学入門 : R，Python活用していますか？	第2章	 野球とIT，プロの現場の仕事とは？ : データサイエンティストになる方法	中川 伸一
2018-09	3	第1特集 ITエンジニアのための統計学入門 : R，Python活用していますか？	第3章	 ITエンジニアのための統計・理論武装 : 統計の基本知識をフォロー！	橘 慎太郎
2018-09	4	第1特集 ITエンジニアのための統計学入門 : R，Python活用していますか？	第4章	 ゼロからはじめるRとRStudio : 統計処理に特化したソフトウェア環境	安部 晃生
2018-09	5	第1特集 ITエンジニアのための統計学入門 : R，Python活用していますか？	第5章	 データ分析にPythonが選ばれる理由 : 使えばわかる！	横山 直敬
2018-09	6	第1特集 ITエンジニアのための統計学入門 : R，Python活用していますか？	第6章	 初心者のためのベイズ統計 : RとStanで実践する	馬場 真哉
2018-09	7	第2特集 君は使わずにいられるか？ TensorFlow.js : Webアプリ＋機械学習の即戦力	第1章	 TensorFlowのしくみと思想 : js版にも通ずる機械学習に適した特徴とは？	藤原 秀平
2018-09	8	第2特集 君は使わずにいられるか？ TensorFlow.js : Webアプリ＋機械学習の即戦力	第2章	 TensorFlow.jsのメリットを活かした開発 : GoogleのWebアプリからノウハウを学ぼう	飯塚 修平
2018-09	9	第2特集 君は使わずにいられるか？ TensorFlow.js : Webアプリ＋機械学習の即戦力	第3章	 学習済みモデルの組み込みとモデル構築の実践 : TensorFlow.jsを使ってみよう	足立 昌彦
2018-09	10	［特別企画］Jenkins X＋クラウドで快適CI/CD	2	Jenkins Xをデプロイしよう	藤田 稜
2018-09	11	［短期連載］オープンソース ＆ GitHub開発で役立つGPGの使い方	3(最終回)	GitHubでの署名や認証にはGPG＋YubiKeyが便利	やまねひでき
2018-09	12	業務を改善する情報共有の仕掛け	2	ツール活用で文化（カルチャー）・習慣を変えてみよう	奥村 和彦
2018-09	13	NETGEAR ReadyNASと10G Switchで作る社内ストレージ環境	1	有線LANの高速化とストレージ	後藤 大地
2018-09	14	ITエンジニア必須の最新用語解説	117	LF Deep Learning Foundation	杉山 貴章
2018-09	15	digital gadget	237	デジタルな広告，クリエイティブな広告	安藤 幸央
2018-09	16	結城浩の再発見の発想法	64	二要素認証	結城 浩
2018-09	17	［試して理解］Linuxのしくみ	5	ライブラリ	武内 覚
2018-09	18	宮原徹のオープンソース放浪記	31	夏の北海道で大盛り上がりのOSC	宮原 徹，北村 壮大
2018-09	19	平林万能IT技術研究所	4	スマホで「血管年齢（動脈硬化）」を写し出せ！	平林 純
2018-09	20	徹底解説コンピュータサイエンス	1	機械によるデジタル計算～歯車を回して計算するタイガー計算機～	速水 祐
2018-09	21	応用がきくDockerイメージの作り方	4	仮想マシンをDockerで運用する（後編）	樽石 将人
2018-09	22	scikit-learnで学ぶ機械学習アルゴリズム	5	決定木とランダムフォレストによるクラス分類	清水 琢也
2018-09	23	シェル芸人からの挑戦状	13	バイナリの処理	山田 泰宏，田代 勝也，上田 隆一，中村 壮一
2018-09	24	Androidで広がるエンジニアの愉しみ	27	生産性が上がるKotlin開発	重村 浩二
2018-09	25	ひみつのLinux通信	55	次世代コミュニケーションツール	くつなりょうすけ
2018-09	26	Vimの細道	32	ステータスラインを鮮やかに（lightline.vim編）	mattn
2018-09	27	書いて覚えるSwift入門	40	新しいフォーマット「SION」の紹介	小飼 弾
2018-09	28	セキュリティ実践の基本定石	57	バグ・バウンティ・プログラム（脆弱性報奨金制度）	すずきひろのぶ
2018-09	29	Ubuntu Monthly Report	100	LibreOffice 6.1の新機能	あわしろいくや
2018-09	30	Unixコマンドライン探検隊	29	ストレージそしてDBMS（その1）	中島 雅弘
2018-09	31	Monthly News from jus	83	終わりなき，コミュニティ運営談義	榎 真治，法林 浩之
2018-09	32	Hack For Japan＋Code for Japan～あなたのスキルは社会に役立つ	81	Code for America Summitに行ってきた！	関 治之
2018-10	1	第1特集 GitHub徹底活用術 : Pull Requestの出し方からOSSへの参加まで	第1章	GitHubを始めよう : Web UIから手軽にバージョン管理	松浦 隼人
2018-10	2	第1特集 GitHub徹底活用術 : Pull Requestの出し方からOSSへの参加まで	第2章	Pull RequestとIssueを使いこなそう : コミュニケーションを促す機能とGitHub Flow	鈴木 順子
2018-10	3	第1特集 GitHub徹底活用術 : Pull Requestの出し方からOSSへの参加まで	第3章	チームの開発効率をさらに高める機能 : プロジェクト管理もCIもGitHubを中心に	鈴木 順子
2018-10	4	第1特集 GitHub徹底活用術 : Pull Requestの出し方からOSSへの参加まで	第4章	GitHub API入門 : REST APIで自動化のしくみを作る	松浦 隼人
2018-10	5	第1特集 GitHub徹底活用術 : Pull Requestの出し方からOSSへの参加まで	第5章	GitHubでOSSを始めよう : 貢献のしかたと公開のしかた	松浦 隼人
2018-10	6	第1特集 GitHub徹底活用術 : Pull Requestの出し方からOSSへの参加まで	App.	GitHub PagesでWebページを作成してみよう : プロジェクトのサイトも楽々作れる	鈴木 順子
2018-10	7	第2特集 ターミナルマルチプレクサを活用していますか？ : Unixをもっとうまく操作したい！	第1章	 ターミナルマルチプレクサを使ってみよう : リモート作業の命綱のしくみ	Piro/結城 洋志
2018-10	8	第2特集 ターミナルマルチプレクサを活用していますか？ : Unixをもっとうまく操作したい！	第2章	 tmuxの便利なところと使いどころ : アタッチとデタッチ，画面構成を自在に操る	小林 巧
2018-10	9	第2特集 ターミナルマルチプレクサを活用していますか？ : Unixをもっとうまく操作したい！	第3章	 もしかして私たち，画面共有している？ : tmuxをもっと工夫して使ってみませんか？	伊藤 俊一
2018-10	10	［特別企画］量子コンピュータ〈超〉入門	前編	量子力学と量子計算について知る	宇津木 健
2018-10	11	［特別企画］Jenkins X＋クラウドで快適CI/CD	3(最終回)	AKSをオートスケールさせよう	藤田 稜
2018-10	12	NETGEAR ReadyNASと10G Switchで作る社内ストレージ環境	2	メタルとソフトの関係，ncで上限ベンチマーク	後藤 大地
